"ID";"Bedrijfskenmerken";"Perioden";"OpenstaandeVacatures_1";"OntstaneVacatures_2";"VervuldeVacatures_3"
"6404";"300012 ";"2001KW01";"    39.9";"      52";"      49"
"6405";"300012 ";"2001KW02";"    42.0";"      54";"      52"
"6406";"300012 ";"2001KW03";"    38.8";"      50";"      53"
"6407";"300012 ";"2001KW04";"    39.2";"      45";"      45"
"6408";"300012 ";"2001JJ00";"    39.8";"     201";"     199"
"6409";"300012 ";"2002KW01";"    39.8";"      48";"      47"
"6410";"300012 ";"2002KW02";"    37.3";"      45";"      47"
"6411";"300012 ";"2002KW03";"    31.5";"      45";"      51"
"6412";"300012 ";"2002KW04";"    32.2";"      37";"      37"
"6413";"300012 ";"2002JJ00";"    36.1";"     175";"     182"
"6414";"300012 ";"2003KW01";"    28.8";"      36";"      40"
"6415";"300012 ";"2003KW02";"    29.0";"      38";"      38"
"6416";"300012 ";"2003KW03";"    22.7";"      34";"      40"
"6417";"300012 ";"2003KW04";"    21.3";"      29";"      31"
"6418";"300012 ";"2003JJ00";"    26.8";"     138";"     149"
"6419";"300012 ";"2004KW01";"    24.7";"      31";"      28"
"6420";"300012 ";"2004KW02";"    29.2";"      38";"      34"
"6421";"300012 ";"2004KW03";"    23.2";"      32";"      38"
"6422";"300012 ";"2004KW04";"    25.3";"      33";"      31"
"6423";"300012 ";"2004JJ00";"    25.1";"     135";"     131"
"6424";"300012 ";"2005KW01";"    27.2";"      36";"      34"
"6425";"300012 ";"2005KW02";"    30.7";"      40";"      36"
"6426";"300012 ";"2005KW03";"    26.7";"      38";"      42"
"6427";"300012 ";"2005KW04";"    31.7";"      41";"      36"
"6428";"300012 ";"2005JJ00";"    28.3";"     155";"     149"
"6429";"300012 ";"2006KW01";"    33.5";"      43";"      41"
"6430";"300012 ";"2006KW02";"    37.6";"      48";"      44"
"6431";"300012 ";"2006KW03";"    32.7";"      44";"      49"
"6432";"300012 ";"2006KW04";"    37.9";"      49";"      44"
"6433";"300012 ";"2006JJ00";"    34.7";"     184";"     178"
"6434";"300012 ";"2007KW01";"    41.8";"      53";"      49"
"6435";"300012 ";"2007KW02";"    45.4";"      54";"      50"
"6436";"300012 ";"2007KW03";"    42.6";"      54";"      57"
"6437";"300012 ";"2007KW04";"    43.6";"      47";"      46"
"6438";"300012 ";"2007JJ00";"    42.6";"     208";"     202"
"6439";"300012 ";"2008KW01";"    47.4";"      54";"      50"
"6440";"300012 ";"2008KW02";"    49.6";"      57";"      55"
"6441";"300012 ";"2008KW03";"    54.3";"      55";"      59"
"6442";"300012 ";"2008KW04";"    51.2";"      47";"      50"
"6443";"300012 ";"2008JJ00";"    49.7";"     212";"     213"
"6444";"300012 ";"2009KW01";"    46.4";"      45";"      50"
"6445";"300012 ";"2009KW02";"    45.1";"      47";"      48"
"6446";"300012 ";"2009KW03";"    37.9";"      42";"      47"
"6447";"300012 ";"2009KW04";"    38.0";"      40";"      40"
"6448";"300012 ";"2009JJ00";"    43.5";"     173";"     185"
"6449";"300012 ";"2010KW01";"    30.3";"      38";"      46"
"6450";"300012 ";"2010KW02";"    29.7";"      40";"      41"
"6451";"300012 ";"2010KW03";"    26.2";"      39";"      42"
"6452";"300012 ";"2010KW04";"    26.0";"      37";"      37"
"6453";"300012 ";"2010JJ00";"    29.5";"     154";"     166"
"6454";"300012 ";"2011KW01";"    27.7";"      39";"      38"
"6455";"300012 ";"2011KW02";"    28.5";"      41";"      40"
"6456";"300012 ";"2011KW03";"    25.7";"      39";"      42"
"6457";"300012 ";"2011KW04";"    25.0";"      35";"      35"
"6458";"300012 ";"2011JJ00";"    26.9";"     154";"     155"
"6459";"300012 ";"2012KW01";"    24.9";"      34";"      34"
"6460";"300012 ";"2012KW02";"    25.0";"      38";"      38"
"6461";"300012 ";"2012KW03";"    22.0";"      33";"      36"
"6462";"300012 ";"2012KW04";"    21.4";"      31";"      32"
"6463";"300012 ";"2012JJ00";"    23.8";"     137";"     141"
"6464";"300012 ";"2013KW01";"    20.7";"      31";"      32"
"6465";"300012 ";"2013KW02";"    20.5";"      34";"      34"
"6466";"300012 ";"2013KW03";"    18.0";"      30";"      33"
"6467";"300012 ";"2013KW04";"    18.6";"      31";"      30"
"6468";"300012 ";"2013JJ00";"    19.8";"     130";"     131"
"6469";"300012 ";"2014KW01";"    20.2";"      34";"      32"
"6470";"300012 ";"2014KW02";"    22.0";"      39";"      37"
"6471";"300012 ";"2014KW03";"    21.1";"      36";"      37"
"6472";"300012 ";"2014KW04";"    22.0";"      35";"      34"
"6473";"300012 ";"2014JJ00";"    20.9";"     143";"     140"
"6474";"300012 ";"2015KW01";"    24.1";"      38";"      36"
"6475";"300012 ";"2015KW02";"    26.7";"      45";"      42"
"6476";"300012 ";"2015KW03";"    24.9";"      40";"      42"
"6477";"300012 ";"2015KW04";"    26.6";"      41";"      39"
"6478";"300012 ";"2015JJ00";"    25.0";"     164";"     159"
"6479";"300012 ";"2016KW01";"    32.4";"      47";"      42"
"6480";"300012 ";"2016KW02";"    35.1";"      52";"      49"
"6481";"300012 ";"2016KW03";"    34.5";"      50";"      51"
"6482";"300012 ";"2016KW04";"    37.1";"      50";"      48"
"6483";"300012 ";"2016JJ00";"    33.4";"     200";"     190"
"6484";"300012 ";"2017KW01";"    41.4";"      54";"      50"
"6485";"300012 ";"2017KW02";"    45.8";"      62";"      57"
"6486";"300012 ";"2017KW03";"    43.2";"      55";"      57"
"6487";"300012 ";"2017KW04";"    45.2";"      55";"      53"
"6488";"300012 ";"2017JJ00";"    42.9";"     226";"     218"
"6489";"300012 ";"2018KW01";"    47.8";"      58";"      56"
"6490";"300012 ";"2018KW02";"    51.8";"      68";"      64"
"6491";"300012 ";"2018KW03";"    51.1";"      64";"      65"
"6492";"300012 ";"2018KW04";"    54.0";"      63";"      60"
"6493";"300012 ";"2018JJ00";"    50.1";"     253";"     245"
"6494";"300012 ";"2019KW01";"    56.7";"      65";"      62"
"6495";"300012 ";"2019KW02";"    62.8";"      78";"      71"
"6496";"300012 ";"2019KW03";"    57.9";"      67";"      72"
"6497";"300012 ";"2019KW04";"    63.2";"      70";"      64"
"6498";"300012 ";"2019JJ00";"    59.0";"     279";"     270"
"6499";"300012 ";"2020KW01";"    58.2";"      64";"      69"
"6500";"300012 ";"2020KW02";"    55.0";"      60";"      63"
"6501";"300012 ";"2020KW03";"    56.0";"      67";"      66"
"6502";"300012 ";"2020KW04";"    57.9";"      65";"      63"
"6503";"300012 ";"2020JJ00";"    57.5";"     257";"     262"
"6504";"300012 ";"2021KW01";"    60.5";"      69";"      66"
"6505";"300012 ";"2021KW02";"    72.6";"      88";"      76"
"6506";"300012 ";"2021KW03";"    77.6";"      86";"      82"
"6507";"300012 ";"2021KW04";"    84.5";"      86";"      79"
"6508";"300012 ";"2021JJ00";"    70.5";"     329";"     303"
"6509";"300012 ";"2022KW01";"    92.5";"      87";"      79"
"6510";"300012 ";"2022KW02";"   103.3";"     100";"      89"
"6511";"300012 ";"2022KW03";"   102.0";"      93";"      94"
"6512";"300012 ";"2022KW04";"   100.4";"      84";"      86"
"6513";"300012 ";"2022JJ00";"    97.5";"     364";"     349"
"6514";"300012 ";"2023KW01";"   104.3";"      90";"      86"
"6515";"300012 ";"2023KW02";"   106.5";"      93";"      91"
"6516";"300012 ";"2023KW03";"   101.6";"      88";"      93"
"6517";"422600 ";"1997KW01";"     2.5";"       4";"       4"
"6518";"422600 ";"1997KW02";"     2.6";"       4";"       4"
"6519";"422600 ";"1997KW03";"     2.9";"       4";"       4"
"6520";"422600 ";"1997KW04";"     3.1";"       5";"       5"
"6521";"422600 ";"1997JJ00";"       .";"      18";"      17"
"6522";"422600 ";"1998KW01";"     3.6";"       5";"       5"
"6523";"422600 ";"1998KW02";"     3.8";"       5";"       5"
"6524";"422600 ";"1998KW03";"     3.2";"       5";"       5"
"6525";"422600 ";"1998KW04";"     3.9";"       5";"       5"
"6526";"422600 ";"1998JJ00";"     3.5";"      21";"      20"
"6527";"422600 ";"1999KW01";"     3.8";"       6";"       6"
"6528";"422600 ";"1999KW02";"     4.3";"       6";"       5"
"6529";"422600 ";"1999KW03";"     3.9";"       5";"       5"
"6530";"422600 ";"1999KW04";"     5.5";"       6";"       4"
"6531";"422600 ";"1999JJ00";"     4.2";"      22";"      20"
"6532";"422600 ";"2000KW01";"     5.8";"       7";"       7"
"6533";"422600 ";"2000KW02";"     4.9";"       5";"       6"
"6534";"422600 ";"2000KW03";"     4.7";"       6";"       6"
"6535";"422600 ";"2000KW04";"     5.0";"       6";"       6"
"6536";"422600 ";"2000JJ00";"     5.2";"      24";"      24"
"6537";"422600 ";"2001KW01";"     5.5";"       7";"       7"
"6538";"422600 ";"2001KW02";"     5.9";"       8";"       7"
"6539";"422600 ";"2001KW03";"     5.1";"       5";"       6"
"6540";"422600 ";"2001KW04";"     5.2";"       6";"       6"
"6541";"422600 ";"2001JJ00";"     5.4";"      26";"      25"
"6542";"422600 ";"2002KW01";"     4.6";"       5";"       6"
"6543";"422600 ";"2002KW02";"     4.4";"       6";"       6"
"6544";"422600 ";"2002KW03";"     4.6";"       5";"       5"
"6545";"422600 ";"2002KW04";"     5.3";"       5";"       4"
"6546";"422600 ";"2002JJ00";"     4.7";"      21";"      21"
"6547";"422600 ";"2003KW01";"     4.6";"       5";"       6"
"6548";"422600 ";"2003KW02";"     4.3";"       5";"       5"
"6549";"422600 ";"2003KW03";"     4.0";"       4";"       5"
"6550";"422600 ";"2003KW04";"     3.5";"       4";"       4"
"6551";"422600 ";"2003JJ00";"     4.3";"      18";"      20"
"6552";"422600 ";"2004KW01";"     3.7";"       4";"       4"
"6553";"422600 ";"2004KW02";"     4.8";"       5";"       4"
"6554";"422600 ";"2004KW03";"     3.1";"       3";"       5"
"6555";"422600 ";"2004KW04";"     3.7";"       5";"       4"
"6556";"422600 ";"2004JJ00";"     3.8";"      18";"      18"
"6557";"422600 ";"2005KW01";"     4.3";"       5";"       5"
"6558";"422600 ";"2005KW02";"     4.3";"       5";"       5"
"6559";"422600 ";"2005KW03";"     4.3";"       5";"       5"
"6560";"422600 ";"2005KW04";"     4.9";"       6";"       5"
"6561";"422600 ";"2005JJ00";"     4.3";"      21";"      20"
"6562";"422600 ";"2006KW01";"     4.8";"       6";"       6"
"6563";"422600 ";"2006KW02";"     5.5";"       6";"       6"
"6564";"422600 ";"2006KW03";"     4.6";"       5";"       6"
"6565";"422600 ";"2006KW04";"     5.2";"       6";"       6"
"6566";"422600 ";"2006JJ00";"     5.0";"      23";"      23"
"6567";"422600 ";"2007KW01";"     6.0";"       7";"       6"
"6568";"422600 ";"2007KW02";"     6.2";"       7";"       7"
"6569";"422600 ";"2007KW03";"     7.0";"       7";"       6"
"6570";"422600 ";"2007KW04";"     7.3";"       6";"       6"
"6571";"422600 ";"2007JJ00";"     6.4";"      27";"      25"
"6572";"422600 ";"2008KW01";"     7.4";"       7";"       7"
"6573";"422600 ";"2008KW02";"     7.8";"       7";"       7"
"6574";"422600 ";"2008KW03";"     7.5";"       6";"       7"
"6575";"422600 ";"2008KW04";"     7.6";"       6";"       6"
"6576";"422600 ";"2008JJ00";"     7.5";"      27";"      27"
"6577";"422600 ";"2009KW01";"     7.0";"       6";"       7"
"6578";"422600 ";"2009KW02";"     6.3";"       6";"       6"
"6579";"422600 ";"2009KW03";"     6.0";"       6";"       6"
"6580";"422600 ";"2009KW04";"     6.1";"       6";"       6"
"6581";"422600 ";"2009JJ00";"     6.5";"      24";"      25"
"6582";"422600 ";"2010KW01";"     6.6";"       7";"       6"
"6583";"422600 ";"2010KW02";"     5.7";"       5";"       6"
"6584";"422600 ";"2010KW03";"     5.4";"       5";"       5"
"6585";"422600 ";"2010KW04";"     4.7";"       5";"       5"
"6586";"422600 ";"2010JJ00";"     5.8";"      21";"      22"
"6587";"422600 ";"2011KW01";"     5.3";"       6";"       5"
"6588";"422600 ";"2011KW02";"     5.5";"       5";"       5"
"6589";"422600 ";"2011KW03";"     5.0";"       5";"       5"
"6590";"422600 ";"2011KW04";"     4.8";"       5";"       5"
"6591";"422600 ";"2011JJ00";"     5.1";"      20";"      20"
"6592";"422600 ";"2012KW01";"     4.4";"       5";"       5"
"6593";"422600 ";"2012KW02";"     4.3";"       5";"       5"
"6594";"422600 ";"2012KW03";"     3.8";"       4";"       5"
"6595";"422600 ";"2012KW04";"     3.9";"       5";"       5"
"6596";"422600 ";"2012JJ00";"     4.2";"      19";"      20"
"6597";"422600 ";"2013KW01";"     4.0";"       5";"       5"
"6598";"422600 ";"2013KW02";"     3.9";"       5";"       5"
"6599";"422600 ";"2013KW03";"     3.1";"       4";"       5"
"6600";"422600 ";"2013KW04";"     3.2";"       4";"       4"
"6601";"422600 ";"2013JJ00";"     3.6";"      20";"      20"
"6602";"422600 ";"2014KW01";"     3.8";"       5";"       4"
"6603";"422600 ";"2014KW02";"     4.0";"       5";"       5"
"6604";"422600 ";"2014KW03";"     3.8";"       5";"       5"
"6605";"422600 ";"2014KW04";"     4.2";"       5";"       5"
"6606";"422600 ";"2014JJ00";"     3.8";"      20";"      19"
"6607";"422600 ";"2015KW01";"     4.6";"       6";"       5"
"6608";"422600 ";"2015KW02";"     5.1";"       6";"       6"
"6609";"422600 ";"2015KW03";"     4.8";"       5";"       5"
"6610";"422600 ";"2015KW04";"     5.0";"       6";"       5"
"6611";"422600 ";"2015JJ00";"     4.8";"      23";"      22"
"6612";"422600 ";"2016KW01";"     5.9";"       6";"       6"
"6613";"422600 ";"2016KW02";"     6.2";"       6";"       6"
"6614";"422600 ";"2016KW03";"     6.6";"       6";"       6"
"6615";"422600 ";"2016KW04";"     7.0";"       6";"       6"
"6616";"422600 ";"2016JJ00";"     6.2";"      26";"      24"
"6617";"422600 ";"2017KW01";"     7.9";"       8";"       7"
"6618";"422600 ";"2017KW02";"     7.6";"       7";"       8"
"6619";"422600 ";"2017KW03";"     7.4";"       7";"       7"
"6620";"422600 ";"2017KW04";"     7.3";"       8";"       8"
"6621";"422600 ";"2017JJ00";"     7.5";"      30";"      30"
"6622";"422600 ";"2018KW01";"     8.3";"       9";"       8"
"6623";"422600 ";"2018KW02";"     8.2";"       8";"       8"
"6624";"422600 ";"2018KW03";"     7.5";"       7";"       8"
"6625";"422600 ";"2018KW04";"     8.4";"       8";"       7"
"6626";"422600 ";"2018JJ00";"     8.0";"      33";"      32"
"6627";"422600 ";"2019KW01";"     9.0";"       8";"       8"
"6628";"422600 ";"2019KW02";"     9.8";"       9";"       8"
"6629";"422600 ";"2019KW03";"     9.5";"       8";"       8"
"6630";"422600 ";"2019KW04";"    10.1";"       9";"       8"
"6631";"422600 ";"2019JJ00";"     9.4";"      34";"      32"
"6632";"422600 ";"2020KW01";"    10.3";"       9";"       9"
"6633";"422600 ";"2020KW02";"     8.7";"       6";"       8"
"6634";"422600 ";"2020KW03";"     9.1";"       8";"       8"
"6635";"422600 ";"2020KW04";"     9.8";"       8";"       7"
"6636";"422600 ";"2020JJ00";"     9.5";"      31";"      32"
"6637";"422600 ";"2021KW01";"     9.6";"       8";"       8"
"6638";"422600 ";"2021KW02";"    10.7";"       9";"       8"
"6639";"422600 ";"2021KW03";"    11.6";"       9";"       8"
"6640";"422600 ";"2021KW04";"    11.8";"      10";"      10"
"6641";"422600 ";"2021JJ00";"    10.7";"      36";"      34"
"6642";"422600 ";"2022KW01";"    12.7";"       9";"       9"
"6643";"422600 ";"2022KW02";"    13.8";"      11";"      10"
"6644";"422600 ";"2022KW03";"    14.3";"      10";"       9"
"6645";"422600 ";"2022KW04";"    13.4";"       9";"      10"
"6646";"422600 ";"2022JJ00";"    13.3";"      38";"      37"
"6647";"422600 ";"2023KW01";"    14.8";"      11";"       9"
"6648";"422600 ";"2023KW02";"    15.3";"      10";"       9"
"6649";"422600 ";"2023KW03";"    15.2";"      11";"      11"
"6650";"425300 ";"1997KW01";"     2.9";"       6";"       5"
"6651";"425300 ";"1997KW02";"     3.2";"       7";"       6"
"6652";"425300 ";"1997KW03";"     2.9";"       7";"       7"
"6653";"425300 ";"1997KW04";"     3.8";"       7";"       6"
"6654";"425300 ";"1997JJ00";"       .";"      26";"      25"
"6655";"425300 ";"1998KW01";"     4.6";"       8";"       7"
"6656";"425300 ";"1998KW02";"     4.1";"       7";"       7"
"6657";"425300 ";"1998KW03";"     4.2";"       8";"       8"
"6658";"425300 ";"1998KW04";"     3.9";"       7";"       7"
"6659";"425300 ";"1998JJ00";"     4.2";"      30";"      30"
"6660";"425300 ";"1999KW01";"     4.4";"       8";"       8"
"6661";"425300 ";"1999KW02";"     4.5";"       8";"       8"
"6662";"425300 ";"1999KW03";"     5.0";"       9";"       9"
"6663";"425300 ";"1999KW04";"     5.3";"       8";"       8"
"6664";"425300 ";"1999JJ00";"     4.6";"      33";"      32"
"6665";"425300 ";"2000KW01";"     5.3";"       9";"       9"
"6666";"425300 ";"2000KW02";"     5.7";"      10";"       9"
"6667";"425300 ";"2000KW03";"     5.5";"       9";"       9"
"6668";"425300 ";"2000KW04";"     5.7";"       9";"       9"
"6669";"425300 ";"2000JJ00";"     5.5";"      37";"      37"
"6670";"425300 ";"2001KW01";"     6.5";"      10";"       9"
"6671";"425300 ";"2001KW02";"     6.5";"      10";"      10"
"6672";"425300 ";"2001KW03";"     6.4";"       9";"       9"
"6673";"425300 ";"2001KW04";"     6.2";"       9";"       9"
"6674";"425300 ";"2001JJ00";"     6.3";"      38";"      38"
"6675";"425300 ";"2002KW01";"     6.9";"      10";"       9"
"6676";"425300 ";"2002KW02";"     5.6";"       7";"       9"
"6677";"425300 ";"2002KW03";"     5.4";"       8";"       8"
"6678";"425300 ";"2002KW04";"     5.0";"       8";"       8"
"6679";"425300 ";"2002JJ00";"     5.9";"      33";"      34"
"6680";"425300 ";"2003KW01";"     5.5";"       8";"       8"
"6681";"425300 ";"2003KW02";"     5.1";"       8";"       8"
"6682";"425300 ";"2003KW03";"     4.4";"       7";"       7"
"6683";"425300 ";"2003KW04";"     3.7";"       6";"       7"
"6684";"425300 ";"2003JJ00";"     4.8";"      29";"      30"
"6685";"425300 ";"2004KW01";"     4.2";"       7";"       6"
"6686";"425300 ";"2004KW02";"     4.0";"       7";"       7"
"6687";"425300 ";"2004KW03";"     3.2";"       6";"       6"
"6688";"425300 ";"2004KW04";"     3.2";"       6";"       6"
"6689";"425300 ";"2004JJ00";"     3.7";"      25";"      26"
"6690";"425300 ";"2005KW01";"     4.1";"       7";"       6"
"6691";"425300 ";"2005KW02";"     4.1";"       7";"       7"
"6692";"425300 ";"2005KW03";"     4.3";"       7";"       7"
"6693";"425300 ";"2005KW04";"     5.0";"       8";"       7"
"6694";"425300 ";"2005JJ00";"     4.1";"      28";"      27"
"6695";"425300 ";"2006KW01";"     5.6";"       8";"       8"
"6696";"425300 ";"2006KW02";"     7.0";"       9";"       8"
"6697";"425300 ";"2006KW03";"     5.6";"       8";"      10"
"6698";"425300 ";"2006KW04";"     5.9";"       9";"       9"
"6699";"425300 ";"2006JJ00";"     5.9";"      35";"      34"
"6700";"425300 ";"2007KW01";"     6.9";"      10";"       9"
"6701";"425300 ";"2007KW02";"     7.5";"      10";"       9"
"6702";"425300 ";"2007KW03";"     7.4";"       9";"       9"
"6703";"425300 ";"2007KW04";"     7.4";"       9";"       9"
"6704";"425300 ";"2007JJ00";"     7.1";"      37";"      35"
"6705";"425300 ";"2008KW01";"     8.3";"      10";"       9"
"6706";"425300 ";"2008KW02";"     8.0";"      10";"      10"
"6707";"425300 ";"2008KW03";"     7.4";"       9";"       9"
"6708";"425300 ";"2008KW04";"     6.9";"       9";"       9"
"6709";"425300 ";"2008JJ00";"     7.7";"      37";"      37"
"6710";"425300 ";"2009KW01";"     6.3";"       8";"       9"
"6711";"425300 ";"2009KW02";"     5.4";"       8";"       9"
"6712";"425300 ";"2009KW03";"     5.3";"       7";"       7"
"6713";"425300 ";"2009KW04";"     4.9";"       7";"       8"
"6714";"425300 ";"2009JJ00";"     5.7";"      31";"      33"
"6715";"425300 ";"2010KW01";"     4.7";"       7";"       7"
"6716";"425300 ";"2010KW02";"     5.0";"       8";"       7"
"6717";"425300 ";"2010KW03";"     5.0";"       7";"       7"
"6718";"425300 ";"2010KW04";"     5.3";"       8";"       8"
"6719";"425300 ";"2010JJ00";"     4.9";"      29";"      29"
"6720";"425300 ";"2011KW01";"     5.5";"       8";"       8"
"6721";"425300 ";"2011KW02";"     5.2";"       9";"       9"
"6722";"425300 ";"2011KW03";"     5.4";"       9";"       8"
"6723";"425300 ";"2011KW04";"     5.9";"       8";"       8"
"6724";"425300 ";"2011JJ00";"     5.4";"      34";"      33"
"6725";"425300 ";"2012KW01";"     6.2";"       9";"       8"
"6726";"425300 ";"2012KW02";"     5.6";"       8";"       8"
"6727";"425300 ";"2012KW03";"     5.5";"       7";"       7"
"6728";"425300 ";"2012KW04";"     4.7";"       7";"       8"
"6729";"425300 ";"2012JJ00";"     5.7";"      30";"      31"
"6730";"425300 ";"2013KW01";"     4.2";"       6";"       7"
"6731";"425300 ";"2013KW02";"     3.7";"       7";"       7"
"6732";"425300 ";"2013KW03";"     2.9";"       6";"       6"
"6733";"425300 ";"2013KW04";"     3.0";"       6";"       5"
"6734";"425300 ";"2013JJ00";"     3.7";"      25";"      27"
"6735";"425300 ";"2014KW01";"     3.3";"       6";"       6"
"6736";"425300 ";"2014KW02";"     3.5";"       7";"       6"
"6737";"425300 ";"2014KW03";"     3.7";"       7";"       6"
"6738";"425300 ";"2014KW04";"     3.6";"       6";"       6"
"6739";"425300 ";"2014JJ00";"     3.5";"      25";"      25"
"6740";"425300 ";"2015KW01";"     4.0";"       7";"       7"
"6741";"425300 ";"2015KW02";"     4.6";"       8";"       7"
"6742";"425300 ";"2015KW03";"     4.4";"       7";"       7"
"6743";"425300 ";"2015KW04";"     4.3";"       7";"       7"
"6744";"425300 ";"2015JJ00";"     4.2";"      30";"      29"
"6745";"425300 ";"2016KW01";"     5.9";"       9";"       8"
"6746";"425300 ";"2016KW02";"     6.5";"      10";"       9"
"6747";"425300 ";"2016KW03";"     6.3";"       9";"       9"
"6748";"425300 ";"2016KW04";"     7.1";"      10";"       9"
"6749";"425300 ";"2016JJ00";"     6.1";"      38";"      35"
"6750";"425300 ";"2017KW01";"     8.7";"      11";"      10"
"6751";"425300 ";"2017KW02";"     8.2";"      10";"      11"
"6752";"425300 ";"2017KW03";"     8.3";"      10";"      10"
"6753";"425300 ";"2017KW04";"     8.9";"      11";"      10"
"6754";"425300 ";"2017JJ00";"     8.3";"      42";"      41"
"6755";"425300 ";"2018KW01";"     9.8";"      12";"      11"
"6756";"425300 ";"2018KW02";"     9.7";"      12";"      12"
"6757";"425300 ";"2018KW03";"    11.0";"      13";"      12"
"6758";"425300 ";"2018KW04";"    11.7";"      13";"      13"
"6759";"425300 ";"2018JJ00";"    10.2";"      50";"      48"
"6760";"425300 ";"2019KW01";"    12.0";"      13";"      13"
"6761";"425300 ";"2019KW02";"    12.3";"      13";"      13"
"6762";"425300 ";"2019KW03";"    12.4";"      13";"      13"
"6763";"425300 ";"2019KW04";"    12.8";"      13";"      13"
"6764";"425300 ";"2019JJ00";"    12.2";"      53";"      52"
"6765";"425300 ";"2020KW01";"    13.5";"      15";"      14"
"6766";"425300 ";"2020KW02";"    12.2";"      12";"      13"
"6767";"425300 ";"2020KW03";"    12.7";"      14";"      14"
"6768";"425300 ";"2020KW04";"    12.6";"      14";"      14"
"6769";"425300 ";"2020JJ00";"    12.8";"      54";"      54"
"6770";"425300 ";"2021KW01";"    13.3";"      16";"      15"
"6771";"425300 ";"2021KW02";"    15.1";"      18";"      16"
"6772";"425300 ";"2021KW03";"    16.3";"      18";"      17"
"6773";"425300 ";"2021KW04";"    18.2";"      18";"      16"
"6774";"425300 ";"2021JJ00";"    15.0";"      70";"      64"
"6775";"425300 ";"2022KW01";"    21.3";"      20";"      17"
"6776";"425300 ";"2022KW02";"    22.7";"      20";"      19"
"6777";"425300 ";"2022KW03";"    22.9";"      19";"      19"
"6778";"425300 ";"2022KW04";"    21.1";"      18";"      20"
"6779";"425300 ";"2022JJ00";"    21.6";"      77";"      74"
"6780";"425300 ";"2023KW01";"    22.5";"      20";"      19"
"6781";"425300 ";"2023KW02";"    22.5";"      19";"      19"
"6782";"425300 ";"2023KW03";"    21.1";"      18";"      20"
"6783";"426600 ";"1997KW01";"     2.5";"       4";"       4"
"6784";"426600 ";"1997KW02";"     2.4";"       4";"       4"
"6785";"426600 ";"1997KW03";"     2.3";"       4";"       4"
"6786";"426600 ";"1997KW04";"     2.7";"       5";"       5"
"6787";"426600 ";"1997JJ00";"       .";"      18";"      17"
"6788";"426600 ";"1998KW01";"     3.1";"       5";"       5"
"6789";"426600 ";"1998KW02";"     3.4";"       6";"       5"
"6790";"426600 ";"1998KW03";"     3.9";"       6";"       6"
"6791";"426600 ";"1998KW04";"     3.6";"       6";"       6"
"6792";"426600 ";"1998JJ00";"     3.4";"      23";"      22"
"6793";"426600 ";"1999KW01";"     4.3";"       6";"       5"
"6794";"426600 ";"1999KW02";"     4.8";"       8";"       7"
"6795";"426600 ";"1999KW03";"     5.1";"       6";"       6"
"6796";"426600 ";"1999KW04";"     5.1";"       7";"       7"
"6797";"426600 ";"1999JJ00";"     4.6";"      27";"      26"
"6798";"426600 ";"2000KW01";"     5.9";"       8";"       7"
"6799";"426600 ";"2000KW02";"     5.4";"       8";"       8"
"6800";"426600 ";"2000KW03";"     5.8";"       8";"       7"
"6801";"426600 ";"2000KW04";"     6.8";"       8";"       7"
"6802";"426600 ";"2000JJ00";"     5.8";"      32";"      30"
"6803";"426600 ";"2001KW01";"     6.7";"       9";"       9"
"6804";"426600 ";"2001KW02";"     7.9";"      10";"       9"
"6805";"426600 ";"2001KW03";"     7.1";"       8";"       9"
"6806";"426600 ";"2001KW04";"     7.1";"       9";"       9"
"6807";"426600 ";"2001JJ00";"     7.2";"      36";"      36"
"6808";"426600 ";"2002KW01";"     7.9";"       9";"       8"
"6809";"426600 ";"2002KW02";"     7.2";"       8";"       9"
"6810";"426600 ";"2002KW03";"     6.6";"      10";"      10"
"6811";"426600 ";"2002KW04";"     6.4";"       8";"       8"
"6812";"426600 ";"2002JJ00";"     7.1";"      35";"      36"
"6813";"426600 ";"2003KW01";"     5.2";"       7";"       9"
"6814";"426600 ";"2003KW02";"     5.2";"       8";"       8"
"6815";"426600 ";"2003KW03";"     4.1";"       6";"       7"
"6816";"426600 ";"2003KW04";"     3.6";"       6";"       6"
"6817";"426600 ";"2003JJ00";"     4.9";"      27";"      30"
"6818";"426600 ";"2004KW01";"     4.0";"       5";"       5"
"6819";"426600 ";"2004KW02";"     4.9";"       8";"       7"
"6820";"426600 ";"2004KW03";"     5.4";"       7";"       7"
"6821";"426600 ";"2004KW04";"     4.4";"       7";"       8"
"6822";"426600 ";"2004JJ00";"     4.6";"      28";"      27"
"6823";"426600 ";"2005KW01";"     4.6";"       7";"       7"
"6824";"426600 ";"2005KW02";"     4.4";"       6";"       7"
"6825";"426600 ";"2005KW03";"     3.4";"       5";"       7"
"6826";"426600 ";"2005KW04";"     5.0";"       8";"       6"
"6827";"426600 ";"2005JJ00";"     4.3";"      26";"      26"
"6828";"426600 ";"2006KW01";"     6.2";"       9";"       8"
"6829";"426600 ";"2006KW02";"     6.2";"       8";"       8"
"6830";"426600 ";"2006KW03";"     5.8";"       8";"       8"
"6831";"426600 ";"2006KW04";"     6.4";"       9";"       8"
"6832";"426600 ";"2006JJ00";"     6.0";"      33";"      32"
"6833";"426600 ";"2007KW01";"     6.9";"      11";"      10"
"6834";"426600 ";"2007KW02";"     8.4";"      10";"       9"
"6835";"426600 ";"2007KW03";"     8.1";"      11";"      11"
"6836";"426600 ";"2007KW04";"     8.4";"      10";"      10"
